date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type
22-02-2024,Belapur,Borivali,39.71,0.8,16:04,Clear,Thursday,,115,urban
16-08-2024,Airoli,CST,38.47,0.93,13:49,Heavy Rain,Friday,,242.7,urban
02-05-2022,Crawford Market,Mohammad Ali Road,2.55,1,12:26,Storm,Monday,Eid,22.9,urban
11-04-2024,Nerul,Colaba,34.1,0.5,07:52,Cloudy,Thursday,Gudi Padwa,50.2,freeway
16-07-2024,Girgaon,Eastern Freeway Start,22.98,0.96,17:02,Rain,Tuesday,,339.9,congested
26-10-2022,Western Express Highway,Dombivli,33.58,0.77,15:59,Clear,Wednesday,Navratri,96.9,urban
29-06-2022,Kalyan,Vashi,31.83,0.92,18:54,Clear,Wednesday,,150,urban
11-04-2024,Juhu,Marine Lines,20.65,0.35,02:28,Heavy Rain,Thursday,Gudi Padwa,28.6,freeway
31-10-2024,Kalyan,Colaba,64.83,0.75,11:25,Cloudy,Thursday,,203,urban
05-03-2024,Matunga,Bhandup,22.92,1,12:08,Clear,Tuesday,,133.7,urban
25-12-2023,Borivali,Bandra Kurla Complex,24.51,0.91,17:36,Rain,Monday,Christmas/NewYear,159.6,urban
18-03-2022,Goregaon,Nerul,27.53,0.94,07:05,Cloudy,Friday,Holi,263.5,congested
08-03-2023,Juhu,Dadar,14.53,1,23:10,Storm,Wednesday,Holi,93.6,urban
16-08-2023,Panvel,Worli,36.92,0.93,10:35,Heavy Rain,Wednesday,,283.7,urban
19-07-2022,Lalbaug,Thane,33.96,0.57,21:28,Heavy Rain,Tuesday,,64.3,freeway
02-08-2024,Western Express Highway,Crawford Market,17.48,0.87,18:10,Rain,Friday,,92.3,urban
11-09-2022,Chembur,Vashi,13.04,0.93,17:19,Heavy Rain,Sunday,,123.7,urban
20-11-2024,CST,Crawford Market,3.75,0.5,18:36,Clear,Wednesday,,5,freeway
03-03-2024,Ghatkopar,Byculla,13.77,0.92,17:57,Cloudy,Sunday,,116.9,congested
01-08-2023,Girgaon,Malad,27.97,0.9,18:50,Rain,Tuesday,,121.3,urban
25-12-2022,Dadar,Goregaon,21.16,1,07:32,Storm,Sunday,Christmas/NewYear,257.6,congested
09-04-2023,Airoli,Nerul,17.45,0.93,22:17,Rain,Sunday,,197.4,congested
12-11-2023,Dadar,Dombivli,38.34,0.97,20:28,Clear,Sunday,Diwali,404.4,urban
06-06-2022,Marine Lines,Bandra,15.9,0.81,14:36,Rain,Monday,,66.8,urban
18-08-2022,Dombivli,Bandra Kurla Complex,35.02,0.34,21:15,Cloudy,Thursday,Janmashtami,40.9,freeway
30-05-2022,Crawford Market,Fort,5.29,0.89,10:39,Clear,Monday,,24.4,urban
22-03-2023,Eastern Freeway Start,Dombivli,29.8,0.39,02:17,Heavy Rain,Wednesday,Gudi Padwa,42,freeway
15-10-2023,Airoli,Kurla,22.67,0.73,05:10,Clear,Sunday,Navratri,65.1,urban
17-10-2023,Bandra Kurla Complex,Kurla,4.36,0.89,12:08,Rain,Tuesday,,19.2,urban
31-03-2024,Worli,Ghatkopar,15.92,0.73,03:36,Cloudy,Sunday,,46.8,urban
15-08-2023,Airoli,Juhu,26.16,0.95,12:29,Storm,Tuesday,Independence Day,136.3,urban
25-12-2022,Juhu,Worli,16.73,0.98,20:00,Cloudy,Sunday,Christmas/NewYear,184.8,congested
03-12-2024,Belapur,Mohammad Ali Road,28.71,0.82,13:33,Clear,Tuesday,,90.9,urban
24-03-2023,Malad,Sion,19.37,0.92,07:10,Rain,Friday,,127.4,urban
20-05-2024,Dadar,Bandra,5.38,0.94,17:38,Rain,Monday,,43.6,urban
12-05-2022,Dadar,Kalyan,47.16,0.69,07:10,Rain,Thursday,,98.7,freeway
03-04-2022,Kurla,Mohammad Ali Road,16.79,0.85,00:56,Clear,Sunday,Ramadan Evenings,88.6,urban
25-03-2024,Bandra,Lalbaug,9.67,0.96,02:48,Heavy Rain,Monday,Holi,46.8,urban
09-10-2024,Ghatkopar,Lalbaug,15.59,0.84,15:17,Clear,Wednesday,,50.2,urban
25-03-2024,Malad,Powai,9.12,0.87,10:54,Clear,Monday,Holi,62.3,urban
28-07-2023,Chembur,Borivali,22.97,0.19,21:32,Clear,Friday,,21.9,freeway
15-08-2023,Girgaon,Kurla,19.15,0.76,05:26,Cloudy,Tuesday,Independence Day,60.3,urban
10-04-2024,Panvel,Colaba,41.53,0.95,06:19,Clear,Wednesday,Eid,384.5,congested
25-12-2023,Eastern Freeway Start,Matunga,10.27,0.9,23:04,Cloudy,Monday,,94.7,congested
14-02-2022,Juhu,Malad,9.81,0.95,17:11,Fog,Monday,,147.2,congested
15-08-2022,Thane,Marine Lines,49.7,0.45,02:04,Rain,Monday,Independence Day,59.7,freeway
30-04-2024,Borivali,Chembur,23.14,0.96,14:38,Clear,Tuesday,,192.6,congested
02-08-2022,Nerul,Girgaon,33.65,0.72,11:28,Heavy Rain,Tuesday,,94.1,freeway
07-09-2024,Marine Lines,Bhandup,36.34,0.78,01:26,Heavy Rain,Saturday,Ganesh Chaturthi,68.9,freeway
17-06-2024,Worli,Eastern Freeway Start,17.85,0.56,05:31,Rain,Monday,,29.7,freeway
12-11-2023,Ghatkopar,Juhu,10.11,0.9,23:38,Rain,Sunday,Diwali,75.7,urban
01-11-2024,Colaba,Airoli,38.64,0.96,16:02,Clear,Friday,Diwali,304.7,congested
25-03-2024,Malad,Dombivli,38.21,0.34,16:13,Storm,Monday,Holi,46.1,freeway
26-05-2022,Borivali,Andheri,14.54,0.91,00:33,Rain,Thursday,,124.5,congested
23-05-2024,Marine Lines,Belapur,32.45,0.37,23:18,Cloudy,Thursday,,34.9,freeway
14-10-2023,Crawford Market,Panvel,41.91,0.36,21:16,Clear,Saturday,,46.1,freeway
04-02-2023,Fort,Kalyan,67.85,0.97,13:20,Cloudy,Saturday,,564.3,congested
12-01-2022,Nerul,Mulund,21.09,0.77,01:06,Cloudy,Wednesday,,67.6,urban
03-01-2024,Bhandup,Byculla,26.26,0.95,10:47,Fog,Wednesday,,349.1,congested
31-12-2023,Andheri,Bhandup,14.89,0.83,03:45,Clear,Sunday,,45,urban
30-05-2022,Dadar,Bandra Kurla Complex,5.43,0.84,22:57,Rain,Monday,,23.7,urban
12-05-2022,Colaba,Western Express Highway,21.73,0.74,01:30,Cloudy,Thursday,,66.2,urban
10-04-2024,Lalbaug,Western Express Highway,12.86,0.96,13:50,Clear,Wednesday,,100.3,congested
11-10-2022,Kurla,Sion,4.43,0.88,14:48,Cloudy,Tuesday,,37.5,congested
24-10-2022,Goregaon,Byculla,24.56,0.9,06:15,Clear,Monday,Diwali,218.3,congested
12-08-2023,Kalyan,Airoli,25,0.87,16:45,Rain,Saturday,,106.8,urban
22-03-2023,Mohammad Ali Road,CST,2.86,0.84,17:57,Clear,Wednesday,,11.6,urban
26-05-2022,Western Express Highway,Byculla,11.43,0.88,19:36,Clear,Thursday,,42.1,urban
17-06-2024,Dadar,Crawford Market,8.81,0.93,11:23,Cloudy,Monday,,74.3,congested
24-10-2022,Borivali,Thane,15.8,0.84,14:40,Clear,Monday,Diwali,51.6,urban
30-03-2022,Colaba,Airoli,41.98,0.88,19:15,Clear,Wednesday,,394.9,congested
02-05-2022,Goregaon,Bhandup,15.97,0.91,07:25,Clear,Monday,Eid,98.1,urban
26-08-2024,Worli,Borivali,31.03,0.95,22:05,Cloudy,Monday,,301.2,congested
09-02-2024,Juhu,Kalyan,40.68,0.93,04:50,Clear,Friday,,305.5,congested
06-06-2024,Thane,Mulund,7.84,0.94,16:57,Rain,Thursday,,73.9,congested
12-11-2023,Ghatkopar,Belapur,18.06,0.94,22:30,Clear,Sunday,Diwali,109,urban
07-09-2024,Marine Lines,CST,2.69,0.82,00:39,Storm,Saturday,Ganesh Chaturthi,10.9,urban
11-11-2023,Sion,Belapur,19.7,0.75,00:00,Cloudy,Saturday,,56,urban
22-06-2023,Bhandup,Dadar,21.45,0.93,14:08,Rain,Thursday,,218,congested
12-04-2022,Byculla,Lalbaug,1.01,0.81,08:53,Rain,Tuesday,,4.7,urban
02-10-2022,Andheri,Belapur,30.25,0.79,08:08,Cloudy,Sunday,,118.1,urban
12-11-2023,Worli,Sion,9.58,0.72,22:02,Clear,Sunday,,27,urban
19-09-2023,Dombivli,Goregaon,33.9,0.84,23:44,Rain,Tuesday,Ganesh Chaturthi,204.4,urban
22-05-2024,Juhu,Dadar,12.84,0.78,03:43,Clear,Wednesday,,41.2,urban
16-07-2024,Bhandup,Worli,26.39,0.53,17:35,Cloudy,Tuesday,,38.6,freeway
02-05-2022,Vashi,Sion,20.88,0.99,15:42,Clear,Monday,Eid,192.6,congested
26-08-2024,Andheri,Bandra Kurla Complex,9.84,0.98,11:35,Rain,Monday,Janmashtami,105.8,congested
04-02-2023,Mohammad Ali Road,Bandra,15.05,0.93,13:04,Rain,Saturday,,154.1,congested
24-12-2022,Colaba,Matunga,20.19,0.88,09:41,Fog,Saturday,,101,urban
23-01-2023,Colaba,Powai,34.57,0.33,03:25,Clear,Monday,,38.9,freeway
18-08-2022,Bandra,Western Express Highway,2.63,1,20:49,Heavy Rain,Thursday,Janmashtami,39,urban
19-12-2022,Byculla,Matunga,3.61,0.8,13:13,Clear,Monday,,11.9,urban
03-10-2024,Mohammad Ali Road,Byculla,5.42,0.78,23:43,Clear,Thursday,Navratri,18,urban
08-09-2024,Borivali,Chembur,27.4,0.65,19:44,Rain,Sunday,,61.5,freeway
16-03-2022,Powai,Matunga,14.42,0.8,05:37,Clear,Wednesday,,46.3,urban
31-08-2022,Lalbaug,Worli,2.79,0.92,14:22,Cloudy,Wednesday,Ganesh Chaturthi,33.7,congested
04-10-2023,Kalyan,Eastern Freeway Start,35.95,0.38,05:01,Cloudy,Wednesday,,40.3,freeway
18-03-2024,CST,Matunga,11.55,0.93,22:57,Clear,Monday,,110.5,congested
11-02-2022,Dadar,Borivali,26.66,0.87,19:00,Clear,Friday,,126.4,urban
23-03-2023,Marine Lines,Powai,28.43,0.83,17:37,Cloudy,Thursday,Ramadan Evenings,142.4,urban
15-10-2023,Mulund,Chembur,19.72,0.96,14:03,Clear,Sunday,Navratri,151,congested
20-12-2023,Marine Lines,Fort,2.76,0.93,20:28,Cloudy,Wednesday,,15.2,urban
08-10-2024,Powai,Sion,12.07,0.88,22:45,Clear,Tuesday,,93,congested
31-07-2022,Airoli,Kalyan,19.17,0.87,04:02,Heavy Rain,Sunday,,94.6,urban
15-07-2024,Chembur,Bandra,10.28,0.93,19:13,Heavy Rain,Monday,,154.2,congested
25-12-2024,Vashi,Fort,28.04,0.73,23:32,Clear,Wednesday,Christmas/NewYear,83.3,urban
18-11-2022,Ghatkopar,Marine Lines,21.29,1,23:34,Clear,Friday,,239.4,congested
20-12-2024,Panvel,Belapur,16.21,1,14:32,Fog,Friday,,269.3,congested
11-10-2022,Andheri,Kalyan,36.85,0.59,20:57,Clear,Tuesday,,57.7,freeway
25-03-2024,Byculla,Mulund,34,0.99,23:59,Cloudy,Monday,Holi,304.3,congested
03-04-2022,Bandra,Mulund,22.67,0.76,22:50,Clear,Sunday,,67.5,urban
18-03-2022,Dombivli,Sion,30.28,0.26,05:17,Clear,Friday,Holi,30.3,freeway
15-04-2023,Girgaon,Eastern Freeway Start,19.46,0.7,04:10,Clear,Saturday,,55.2,urban
25-12-2023,Bandra,Chembur,7.69,0.86,01:25,Clear,Monday,Christmas/NewYear,48.2,urban
16-09-2023,Chembur,Malad,18.37,0.89,20:45,Rain,Saturday,,122.6,urban
19-09-2023,Kurla,Airoli,25.09,0.61,22:10,Storm,Tuesday,Ganesh Chaturthi,50.7,freeway
04-08-2022,CST,Bhandup,38.19,0.75,00:59,Cloudy,Thursday,,109.4,urban
20-10-2022,Lalbaug,Powai,18.93,0.89,07:48,Clear,Thursday,,193.7,congested
18-01-2022,Juhu,Goregaon,9.65,0.75,05:56,Clear,Tuesday,,31.4,urban
02-05-2022,Colaba,Bandra Kurla Complex,22.06,0.35,22:19,Clear,Monday,Eid,24.6,freeway
25-12-2022,Dombivli,Goregaon,38.93,0.46,18:41,Cloudy,Sunday,Christmas/NewYear,58.2,freeway
15-04-2024,Nerul,Juhu,30.98,0.9,08:13,Clear,Monday,,175.8,urban
06-09-2023,Mulund,CST,36.14,0.95,20:27,Cloudy,Wednesday,Janmashtami,537.4,congested
28-03-2022,Sion,Powai,15.38,0.75,23:00,Clear,Monday,,53.4,urban
15-08-2023,Kurla,Thane,23.63,1,09:38,Storm,Tuesday,Independence Day,112.5,urban
03-04-2022,Bhandup,Dadar,24,0.81,06:13,Rain,Sunday,Ramadan Evenings,87.7,urban
30-11-2023,Mulund,Eastern Freeway Start,17.74,0.92,15:58,Clear,Thursday,,151.2,congested
06-06-2024,Malad,Powai,11.46,0.81,11:44,Rain,Thursday,,50.7,urban
01-02-2022,Fort,Bandra,20.92,0.81,12:37,Cloudy,Tuesday,,62.5,urban
05-06-2024,CST,Bandra,16.23,0.8,22:01,Rain,Wednesday,,53.6,urban
15-10-2023,Matunga,Panvel,44.68,0.33,02:56,Clear,Sunday,Navratri,50.4,freeway
07-05-2022,Bandra,Nerul,22.62,0.87,05:12,Rain,Saturday,,91.5,urban
02-06-2023,Bandra Kurla Complex,Dadar,5.62,0.91,17:39,Rain,Friday,,84.3,congested
28-10-2024,Mohammad Ali Road,Andheri,25.15,0.9,17:07,Clear,Monday,,136.8,urban
17-11-2024,Sion,Thane,26.95,0.82,16:09,Cloudy,Sunday,,88.6,urban
02-04-2022,Bhandup,Dombivli,21.64,0.64,08:03,Rain,Saturday,Gudi Padwa,42.8,freeway
02-06-2023,Kurla,Girgaon,19.36,0.25,00:25,Cloudy,Friday,,18.5,freeway
15-08-2022,Sion,Dadar,3.75,0.9,09:10,Rain,Monday,Independence Day,21.3,urban
08-03-2024,Belapur,Borivali,34.29,0.76,12:55,Clear,Friday,,107.3,urban
04-01-2022,Kurla,Kalyan,45.35,0.31,02:43,Cloudy,Tuesday,,47.8,freeway
18-12-2023,Matunga,Byculla,4,0.86,19:15,Clear,Monday,,18.6,urban
30-03-2022,Borivali,Dombivli,44.49,0.46,17:21,Clear,Wednesday,,66.6,freeway
15-10-2023,CST,Nerul,31.27,0.56,07:14,Clear,Sunday,Navratri,48.5,freeway
15-08-2022,Bandra,Worli,8.85,1,03:53,Heavy Rain,Monday,Independence Day,132.8,congested
25-06-2023,Airoli,Kalyan,24.72,0.81,14:33,Clear,Sunday,,70.6,urban
22-11-2022,Thane,Borivali,19.38,0.84,13:27,Cloudy,Tuesday,,62.6,urban
22-08-2023,Western Express Highway,Borivali,24.44,0.74,15:52,Cloudy,Tuesday,,72,urban
25-08-2022,Western Express Highway,Worli,10.91,0.97,19:35,Heavy Rain,Thursday,,101.9,urban
11-10-2023,Thane,Fort,42.34,0.74,01:39,Clear,Wednesday,,121.1,urban
01-01-2023,Bhandup,Borivali,21.91,0.95,16:43,Clear,Sunday,,185.7,congested
11-09-2022,Girgaon,Crawford Market,2.83,0.95,00:56,Heavy Rain,Sunday,,42.5,congested
25-11-2022,Fort,Juhu,28.44,0.52,09:02,Clear,Friday,,46.5,freeway
17-11-2024,Powai,Mohammad Ali Road,27.52,0.9,07:39,Clear,Sunday,,116.6,urban
02-04-2022,Sion,Western Express Highway,7.18,1,18:28,Storm,Saturday,Gudi Padwa,103.1,congested
13-06-2024,CST,Fort,1.03,0.86,16:37,Heavy Rain,Thursday,,7.3,urban
26-10-2022,Chembur,Vashi,12.44,1,19:36,Heavy Rain,Wednesday,Navratri,66,urban
26-01-2024,Panvel,Eastern Freeway Start,32.45,0.91,04:19,Clear,Friday,,251.2,congested
01-09-2023,Airoli,Thane,8.03,0.85,22:35,Rain,Friday,,35.5,urban
12-02-2023,Eastern Freeway Start,Thane,27.37,0.44,09:36,Clear,Sunday,,33.8,freeway
24-10-2022,Belapur,Thane,25.4,0.82,11:30,Clear,Monday,Diwali,85.5,urban
01-11-2024,Malad,Belapur,27.98,0.18,02:55,Clear,Friday,Diwali,26.6,freeway
18-08-2022,Bandra,Girgaon,15.15,0.95,03:28,Cloudy,Thursday,Janmashtami,196.2,congested
03-10-2023,Nerul,Bandra,30.3,0.98,17:33,Clear,Tuesday,,335.6,congested
25-12-2022,Worli,Bandra Kurla Complex,10.67,1,15:25,Storm,Sunday,Christmas/NewYear,115.5,congested
10-01-2024,Lalbaug,Borivali,30.55,0.22,06:40,Cloudy,Wednesday,,30.6,freeway
05-11-2024,Eastern Freeway Start,Colaba,27.61,0.92,21:08,Rain,Tuesday,,287.5,congested
07-05-2022,CST,Powai,31.77,0.22,11:30,Cloudy,Saturday,,30.9,freeway
15-10-2023,Western Express Highway,Malad,14.17,1,18:09,Heavy Rain,Sunday,Navratri,199.4,congested
14-11-2022,Goregaon,Chembur,14.77,0.86,01:57,Clear,Monday,,52.2,urban
03-06-2024,Borivali,Vashi,27.51,0.67,14:46,Heavy Rain,Monday,,70.8,freeway
30-07-2023,Crawford Market,Bandra,13.13,0.89,05:02,Rain,Sunday,,125.1,congested
14-06-2022,Sion,Matunga,3.49,1,22:33,Rain,Tuesday,,25,urban
14-10-2022,Belapur,Borivali,32.64,0.74,00:00,Cloudy,Friday,,92.8,urban
24-11-2024,Dombivli,Vashi,12.83,0.56,07:41,Rain,Sunday,,21.2,freeway
11-02-2022,Eastern Freeway Start,Mohammad Ali Road,17.84,1,10:50,Rain,Friday,,412.2,congested
25-12-2022,Kurla,Belapur,20.23,0.95,02:33,Clear,Sunday,Christmas/NewYear,156.5,congested
29-02-2024,Juhu,Sion,11.4,0.98,03:52,Fog,Thursday,,106.3,congested
03-10-2024,Vashi,Belapur,7.3,0.75,05:40,Clear,Thursday,Navratri,21.4,urban
30-10-2023,Kalyan,Panvel,40.93,0.4,12:25,Cloudy,Monday,,48.8,freeway
17-09-2023,Malad,CST,31.43,0.78,11:48,Rain,Sunday,,116.9,urban
11-02-2023,Thane,Chembur,26.6,0.32,02:59,Clear,Saturday,,26.9,freeway
25-12-2022,Girgaon,Colaba,5.22,0.84,11:43,Cloudy,Sunday,Christmas/NewYear,23.9,urban
06-07-2022,Dadar,Worli,5.93,0.94,13:33,Rain,Wednesday,,48.1,congested
20-02-2024,Worli,Malad,29.93,0.99,18:34,Clear,Tuesday,,286.1,congested
25-12-2022,Eastern Freeway Start,Lalbaug,12.15,0.93,17:05,Cloudy,Sunday,Christmas/NewYear,146.5,congested
05-04-2022,Girgaon,Crawford Market,3.42,1,23:23,Clear,Tuesday,,17.6,urban
17-05-2024,Thane,Vashi,23.23,0.82,12:46,Clear,Friday,,73.1,urban
19-09-2023,Western Express Highway,Andheri,7.19,0.92,04:25,Storm,Tuesday,Ganesh Chaturthi,25.7,urban
26-10-2022,Panvel,Mohammad Ali Road,44.37,0.77,15:30,Clear,Wednesday,Navratri,125.3,urban
06-09-2023,Western Express Highway,Byculla,10.45,0.93,06:55,Heavy Rain,Wednesday,Janmashtami,56.5,urban
01-11-2024,Malad,Mohammad Ali Road,27.53,0.96,22:45,Clear,Friday,Diwali,270.8,congested
05-05-2022,Dombivli,Borivali,34.41,0.91,06:12,Clear,Thursday,,282.1,congested
25-12-2024,Belapur,Andheri,26.5,0.98,05:36,Storm,Wednesday,Christmas/NewYear,266.5,congested
14-10-2024,Western Express Highway,Crawford Market,16.84,0.34,03:27,Clear,Monday,,19.4,freeway
02-01-2023,Belapur,Mohammad Ali Road,28.48,0.84,17:48,Clear,Monday,,142.4,urban
09-09-2022,Powai,Western Express Highway,11.8,0.85,19:55,Rain,Friday,,75.6,urban
24-03-2023,Mohammad Ali Road,Eastern Freeway Start,16.79,0.76,05:08,Cloudy,Friday,,50.2,urban
10-06-2022,Bandra Kurla Complex,Kalyan,51.76,0.82,09:43,Rain,Friday,,275.7,urban
12-07-2024,Ghatkopar,Bhandup,13.58,0.92,09:07,Rain,Friday,,75.5,urban
01-10-2022,Nerul,Bandra,27.87,0.91,03:53,Rain,Saturday,,327.1,congested
12-11-2023,Vashi,Kalyan,26.12,0.75,06:30,Clear,Sunday,Diwali,83.3,urban
22-10-2022,Ghatkopar,Dadar,10.26,0.89,23:41,Clear,Saturday,,82.7,congested
10-12-2022,Kalyan,CST,63.8,0.5,20:27,Clear,Saturday,,102.3,freeway
01-04-2022,Belapur,Crawford Market,25.18,0.99,11:41,Clear,Friday,,211.8,congested
15-08-2023,Thane,Belapur,24.7,0.82,20:25,Clear,Tuesday,Independence Day,119.7,urban
18-12-2024,Matunga,Andheri,15,0.89,14:43,Cloudy,Wednesday,,123.8,congested
23-03-2023,Sion,Colaba,21.14,0.98,10:56,Storm,Thursday,Ramadan Evenings,98.7,urban
12-11-2023,Dombivli,Juhu,37.17,0.7,17:21,Cloudy,Sunday,Diwali,73.9,freeway
15-10-2023,Mohammad Ali Road,Kurla,16.1,0.84,10:25,Clear,Sunday,,77.1,urban
24-10-2022,Fort,Crawford Market,4.16,0.9,18:47,Clear,Monday,Diwali,40.2,urban
01-07-2024,Kalyan,Marine Lines,54.19,0.56,03:17,Rain,Monday,,85.1,freeway
03-10-2022,Sion,Goregaon,16.33,0.87,13:48,Clear,Monday,,122.3,congested
08-03-2023,Bhandup,Airoli,7.35,0.19,01:54,Clear,Wednesday,Holi,7,freeway
28-04-2022,Belapur,Mulund,22.91,0.73,23:59,Clear,Thursday,,71.2,urban
10-07-2022,Byculla,Matunga,3.96,0.82,16:18,Rain,Sunday,,17.6,urban
03-09-2023,Matunga,Fort,14.67,0.89,15:47,Rain,Sunday,,131.2,congested
25-03-2024,Airoli,Panvel,31.12,0.58,23:02,Heavy Rain,Monday,Holi,40.3,freeway
14-05-2023,Juhu,Mohammad Ali Road,23.72,0.95,17:10,Rain,Sunday,,139.6,urban
17-11-2023,Colaba,Kalyan,69.7,1,20:00,Clear,Friday,,466.2,urban
05-11-2022,Dombivli,Girgaon,48.95,0.39,18:43,Clear,Saturday,,62.4,freeway
28-06-2023,Dadar,Matunga,0.75,0.99,02:20,Rain,Wednesday,,7.5,congested
15-10-2023,Crawford Market,Borivali,40.49,0.52,11:11,Clear,Sunday,Navratri,62.9,freeway
01-06-2022,Bandra,Mohammad Ali Road,16.78,0.9,12:35,Cloudy,Wednesday,,141.2,congested
06-02-2022,Belapur,Bhandup,17.49,0.77,18:24,Clear,Sunday,,61.8,urban
06-11-2023,Girgaon,Bhandup,39.09,0.52,10:41,Clear,Monday,,57.8,freeway
09-07-2022,Juhu,Bandra Kurla Complex,6.29,0.81,17:26,Clear,Saturday,,22.5,urban
03-12-2024,Mohammad Ali Road,Powai,23.79,0.97,14:20,Rain,Tuesday,,248,congested
10-04-2024,Vashi,Borivali,33.62,0.88,22:40,Clear,Wednesday,Eid,246.5,congested
15-11-2023,Lalbaug,Powai,18.86,0.23,11:55,Clear,Wednesday,,19.1,freeway
20-12-2022,Dadar,Kurla,9.39,0.73,04:11,Clear,Tuesday,,27,urban
10-04-2024,Juhu,Mulund,18.83,0.8,18:29,Clear,Wednesday,Eid,74.2,urban
02-05-2022,Girgaon,Mulund,36.44,0.92,23:24,Clear,Monday,Eid,304.2,congested
06-06-2024,Chembur,CST,18.43,0.8,21:52,Rain,Thursday,,83.2,urban
12-01-2024,Bandra,Chembur,7.66,0.9,23:54,Clear,Friday,,61.9,congested
15-10-2023,Nerul,Bandra Kurla Complex,23.13,0.29,14:40,Cloudy,Sunday,Navratri,24,freeway
26-01-2022,Mohammad Ali Road,Juhu,19.03,0.86,19:27,Cloudy,Wednesday,,72.5,urban
14-07-2024,Colaba,Bandra,19.24,0.91,20:53,Rain,Sunday,,113,urban
28-10-2022,Colaba,Dombivli,41.84,0.36,15:53,Clear,Friday,,46.8,freeway
08-03-2023,Mulund,Marine Lines,35.87,0.39,08:16,Clear,Wednesday,Holi,42.4,freeway
07-03-2022,Bhandup,Crawford Market,26.04,0.83,16:28,Rain,Monday,,142.8,urban
05-11-2024,Sion,CST,14.88,0.85,09:45,Clear,Tuesday,,60.7,urban
18-08-2022,Kurla,Belapur,19.12,0.91,07:24,Cloudy,Thursday,Janmashtami,286.8,congested
07-02-2024,Sion,Mohammad Ali Road,13.56,0.85,05:27,Rain,Wednesday,,56.8,urban
19-07-2024,Powai,Malad,11.74,0.28,16:16,Clear,Friday,,11.3,freeway
20-03-2022,Ghatkopar,Girgaon,21.3,0.89,21:53,Cloudy,Sunday,,166.4,congested
04-04-2023,Kalyan,Borivali,44.48,0.26,00:38,Cloudy,Tuesday,,45.5,freeway
01-05-2022,Crawford Market,Kalyan,50.07,0.77,05:14,Clear,Sunday,,157.6,urban
26-10-2022,Bandra Kurla Complex,Bandra,0.5,0.89,03:29,Rain,Wednesday,Navratri,4.8,congested
25-12-2024,Panvel,Eastern Freeway Start,32.7,0.43,13:49,Rain,Wednesday,Christmas/NewYear,40,freeway
18-10-2023,Ghatkopar,Bandra,8.13,0.96,14:07,Clear,Wednesday,,68.4,congested
10-04-2024,Crawford Market,Chembur,18.72,0.62,21:09,Rain,Wednesday,Eid,31.3,freeway
10-06-2022,Bandra Kurla Complex,Marine Lines,17.97,0.93,19:06,Heavy Rain,Friday,,269.5,congested
03-05-2024,Colaba,Girgaon,5.68,0.87,13:07,Rain,Friday,,23,urban
15-08-2024,Western Express Highway,Belapur,29.63,0.59,11:45,Heavy Rain,Thursday,Independence Day,59.6,freeway
07-01-2022,Byculla,Matunga,3.42,0.83,18:34,Cloudy,Friday,,15.6,urban
15-10-2023,Bandra,Borivali,23.25,0.58,13:01,Cloudy,Sunday,Navratri,39.4,freeway
10-04-2024,Girgaon,Worli,6.63,0.85,23:47,Storm,Wednesday,Eid,24.6,urban
19-09-2023,Chembur,Eastern Freeway Start,0.52,0.91,09:14,Rain,Tuesday,Ganesh Chaturthi,7.6,congested
03-04-2022,Western Express Highway,Nerul,25.33,0.83,21:47,Clear,Sunday,Ramadan Evenings,88.4,urban
26-02-2022,Belapur,Worli,26.39,0.8,00:45,Cloudy,Saturday,,87.8,urban
30-07-2024,Ghatkopar,Worli,19.34,0.92,22:49,Heavy Rain,Tuesday,,121.8,urban
16-01-2024,Juhu,CST,26.91,0.55,09:42,Rain,Tuesday,,41,freeway
24-07-2024,Marine Lines,Fort,3.44,0.98,08:58,Heavy Rain,Wednesday,,27.9,urban
04-11-2024,Kalyan,Matunga,57.16,0.83,10:39,Rain,Monday,,246.6,urban
18-05-2022,Thane,Fort,44.01,0.81,03:23,Rain,Wednesday,,157.7,urban
02-04-2022,Airoli,Vashi,11.63,0.74,13:05,Cloudy,Saturday,Gudi Padwa,34.6,urban
12-11-2024,Western Express Highway,Girgaon,16.79,0.83,03:01,Clear,Tuesday,,51.7,urban
25-02-2022,Matunga,Dadar,0.62,0.6,17:33,Clear,Friday,,1.1,freeway
26-07-2024,Andheri,Sion,13.48,0.84,15:46,Heavy Rain,Friday,,74.9,urban
12-11-2023,Eastern Freeway Start,Crawford Market,16.78,0.87,12:40,Rain,Sunday,Diwali,111.9,urban
25-12-2023,Matunga,Mulund,27.38,0.73,19:58,Storm,Monday,Christmas/NewYear,51.8,freeway
18-07-2024,Borivali,Kalyan,34.72,0.79,02:35,Rain,Thursday,,101.9,freeway
14-04-2022,Eastern Freeway Start,Sion,7.64,1,04:14,Rain,Thursday,,89.4,congested
10-10-2023,Malad,Airoli,20.03,0.81,08:25,Clear,Tuesday,,84.6,urban
11-03-2024,Dadar,Ghatkopar,12.36,0.93,12:40,Heavy Rain,Monday,Ramadan Evenings,51.8,urban
05-01-2024,Lalbaug,Western Express Highway,11.92,1,18:46,Fog,Friday,,135.9,congested
10-02-2023,Chembur,Kurla,4.68,1,08:58,Cloudy,Friday,,99.6,congested
