time_of_day,day_of_week,weather,ors_time,congestion_index,actual_travel_time,distance_km,congestion_index
Night,Saturday,Stormy,43.75,1.03,61.11,22.92,1.0
Morning Peak,Tuesday,Clear,58.96,1.49,87.76,24.51,0.91
Night,Friday,Clear,45.6,1.07,48.92,27.53,0.94
Midday,Thursday,Clear,34.66,1.24,42.87,14.53,1.0
Evening Peak,Saturday,Clear,52.87,1.5,79.31,36.92,0.93
Morning Peak,Monday,Cloudy,15.22,1.79,27.18,33.96,0.57
Morning Peak,Friday,Clear,32.46,1.48,48.15,17.48,0.87
Midday,Tuesday,Clear,24.36,1.18,28.82,13.04,0.93
Evening Peak,Tuesday,Rainy,15.23,1.56,29.13,3.75,0.5
Night,Thursday,Cloudy,48.18,1.04,49.97,13.77,0.92
Evening Peak,Monday,Clear,35.54,1.43,50.66,27.97,0.9
Midday,Monday,Clear,37.84,1.02,38.7,21.16,1.0
Midday,Wednesday,Clear,30.56,1.2,36.55,17.45,0.93
Evening Peak,Monday,Clear,33.02,1.41,46.57,38.34,0.97
Night,Thursday,Clear,15.8,0.86,13.51,15.9,0.81
Night,Sunday,Cloudy,43.65,1.06,46.47,35.02,0.34
Morning Peak,Wednesday,Rainy,31.62,1.47,51.67,5.29,0.89
Night,Wednesday,Clear,50.84,0.92,46.58,29.8,0.39
Evening Peak,Tuesday,Clear,19.81,1.47,29.11,22.67,0.73
Midday,Tuesday,Clear,20.25,1.15,23.22,4.36,0.89
Morning Peak,Monday,Clear,42.29,1.34,56.86,15.92,0.73
Morning Peak,Wednesday,Clear,52.3,1.49,78.12,26.16,0.95
Midday,Tuesday,Rainy,33.61,1.03,38.72,16.73,0.98
Night,Thursday,Cloudy,46.35,0.86,39.73,28.71,0.82
Midday,Tuesday,Stormy,59.97,1.0,90.29,19.37,0.92
Night,Saturday,Rainy,59.51,0.85,56.65,5.38,0.94
Midday,Saturday,Clear,47.22,1.1,51.9,47.16,0.69
Evening Peak,Tuesday,Cloudy,46.98,1.42,66.49,16.79,0.85
Night,Wednesday,Clear,22.38,1.08,24.08,9.67,0.96
Evening Peak,Sunday,Clear,51.68,1.42,73.18,15.59,0.84
Morning Peak,Sunday,Rainy,30.26,1.65,60.96,9.12,0.87
Midday,Wednesday,Clear,58.1,1.11,64.33,22.97,0.19
Morning Peak,Friday,Rainy,14.07,1.68,26.98,19.15,0.76
Morning Peak,Sunday,Clear,31.79,1.61,51.19,41.53,0.95
Morning Peak,Saturday,Rainy,37.79,1.53,67.12,10.27,0.9
Morning Peak,Thursday,Rainy,30.26,1.4,47.59,9.81,0.95
Midday,Wednesday,Cloudy,20.53,1.09,22.4,49.7,0.45
Morning Peak,Monday,Cloudy,39.65,1.61,63.85,23.14,0.96
Midday,Saturday,Clear,47.8,1.13,53.91,33.65,0.72
Midday,Thursday,Rainy,42.24,1.27,61.53,36.34,0.78
Evening Peak,Thursday,Stormy,21.72,1.29,43.47,17.85,0.56
Night,Wednesday,Rainy,46.58,0.82,47.01,10.11,0.9
Night,Thursday,Cloudy,22.84,0.98,22.31,38.64,0.96
Midday,Wednesday,Cloudy,18.76,1.27,23.75,38.21,0.34
Evening Peak,Sunday,Rainy,44.53,1.35,77.32,14.54,0.91
Midday,Tuesday,Cloudy,52.14,1.19,62.27,32.45,0.37
Midday,Saturday,Rainy,34.08,1.07,40.44,41.91,0.36
Midday,Friday,Cloudy,36.57,1.17,42.7,67.85,0.97
Evening Peak,Tuesday,Clear,25.14,1.51,38.08,21.09,0.77
Night,Saturday,Clear,34.73,1.06,36.82,26.26,0.95
Evening Peak,Wednesday,Clear,16.6,1.24,20.62,14.89,0.83
Morning Peak,Saturday,Clear,57.79,1.48,85.43,5.43,0.84
Evening Peak,Sunday,Clear,50.02,1.46,72.82,21.73,0.74
Evening Peak,Wednesday,Cloudy,43.4,1.21,52.68,12.86,0.96
Evening Peak,Tuesday,Clear,36.91,1.48,54.49,4.43,0.88
Evening Peak,Monday,Clear,49.61,1.41,70.01,24.56,0.9
Night,Monday,Rainy,34.74,0.89,38.76,25.0,0.87
Morning Peak,Saturday,Stormy,25.0,1.71,64.44,2.86,0.84
Night,Monday,Rainy,18.02,0.89,18.42,11.43,0.88
Night,Wednesday,Stormy,42.38,1.1,70.63,8.81,0.93
Evening Peak,Thursday,Cloudy,56.47,1.53,86.21,15.8,0.84
Midday,Wednesday,Clear,17.68,1.21,21.44,41.98,0.88
Midday,Thursday,Cloudy,19.0,1.02,19.35,15.97,0.91
Night,Tuesday,Rainy,31.68,1.07,42.2,31.03,0.95
Night,Friday,Clear,50.34,1.04,52.21,40.68,0.93
Evening Peak,Thursday,Clear,24.7,1.29,31.9,7.84,0.94
Night,Monday,Rainy,22.7,0.92,24.82,18.06,0.94
Evening Peak,Wednesday,Clear,41.0,1.31,53.6,2.69,0.82
Midday,Tuesday,Cloudy,36.78,1.3,47.64,19.7,0.75
Midday,Monday,Clear,13.01,1.26,16.35,21.45,0.93
Morning Peak,Tuesday,Cloudy,14.07,1.77,24.84,1.01,0.81
Midday,Friday,Cloudy,42.15,1.24,52.12,30.25,0.79
Night,Sunday,Clear,33.26,0.94,31.16,9.58,0.72
Midday,Wednesday,Clear,58.55,1.06,62.16,33.9,0.84
Evening Peak,Saturday,Cloudy,43.93,1.28,56.37,12.84,0.78
Midday,Wednesday,Rainy,10.5,1.05,13.59,26.39,0.53
Morning Peak,Friday,Rainy,34.05,1.57,63.69,20.88,0.99
Midday,Wednesday,Clear,30.72,1.28,39.2,9.84,0.98
Evening Peak,Saturday,Rainy,15.34,1.6,28.58,15.05,0.93
Evening Peak,Thursday,Clear,56.16,1.31,73.85,20.19,0.88
Night,Tuesday,Clear,50.25,1.01,50.71,34.57,0.33
Midday,Saturday,Clear,21.5,1.18,25.36,2.63,1.0
Evening Peak,Monday,Cloudy,22.8,1.4,31.82,3.61,0.8
Morning Peak,Friday,Clear,11.6,1.63,18.94,5.42,0.78
Night,Thursday,Clear,24.84,0.91,22.64,27.4,0.65
Morning Peak,Monday,Cloudy,39.23,1.77,69.53,14.42,0.8
Midday,Monday,Rainy,31.04,1.21,44.88,2.79,0.92
Midday,Friday,Clear,58.46,1.23,71.69,35.95,0.38
Midday,Thursday,Clear,12.8,1.07,13.74,11.55,0.93
Night,Sunday,Clear,39.57,0.85,33.66,26.66,0.87
Evening Peak,Monday,Clear,52.92,1.36,71.85,28.43,0.83
Night,Monday,Cloudy,34.04,1.03,35.06,19.72,0.96
Morning Peak,Thursday,Clear,10.15,1.77,17.96,2.76,0.93
Night,Wednesday,Cloudy,22.14,0.93,20.55,12.07,0.88
Morning Peak,Monday,Rainy,26.19,1.69,56.51,19.17,0.87
Night,Tuesday,Clear,58.3,0.94,54.87,10.28,0.93
Evening Peak,Thursday,Stormy,55.59,1.32,103.71,28.04,0.73
Morning Peak,Monday,Clear,57.46,1.67,95.93,21.29,1.0
Midday,Friday,Clear,51.29,1.24,63.57,16.21,1.0
Midday,Saturday,Clear,27.58,1.06,29.26,36.85,0.59
Night,Tuesday,Clear,55.29,0.89,49.3,34.0,0.99
Midday,Saturday,Clear,59.08,1.15,67.85,22.67,0.76
Morning Peak,Saturday,Clear,27.5,1.39,38.32,30.28,0.26
Midday,Monday,Rainy,23.03,1.28,34.77,19.46,0.7
Evening Peak,Tuesday,Rainy,37.35,1.44,65.54,7.69,0.86
Evening Peak,Tuesday,Cloudy,19.36,1.25,24.17,18.37,0.89
Night,Wednesday,Clear,11.63,0.86,9.95,25.09,0.61
Morning Peak,Saturday,Cloudy,57.29,1.78,101.82,38.19,0.75
Evening Peak,Tuesday,Cloudy,56.29,1.5,84.16,18.93,0.89
Evening Peak,Wednesday,Rainy,18.13,1.49,33.87,9.65,0.75
Morning Peak,Thursday,Rainy,30.39,1.34,50.63,22.06,0.35
Midday,Wednesday,Rainy,51.55,1.27,72.2,38.93,0.46
Midday,Friday,Clear,43.05,1.13,48.78,30.98,0.9
Night,Sunday,Cloudy,29.74,1.0,29.68,36.14,0.95
Midday,Monday,Clear,47.21,1.29,60.8,15.38,0.75
Morning Peak,Thursday,Stormy,54.85,1.35,111.54,23.63,1.0
Evening Peak,Sunday,Clear,56.31,1.39,78.43,24.0,0.81
Midday,Sunday,Clear,28.94,1.01,29.37,17.74,0.92
Night,Thursday,Clear,18.68,0.95,17.74,11.46,0.81
Midday,Friday,Rainy,55.64,1.08,71.23,20.92,0.81
Morning Peak,Wednesday,Clear,14.63,1.76,25.68,16.23,0.8
Night,Monday,Clear,46.08,0.92,42.38,44.68,0.33
Midday,Wednesday,Stormy,17.02,1.19,29.53,22.62,0.87
Night,Tuesday,Rainy,29.47,1.06,37.8,5.62,0.91
Morning Peak,Wednesday,Clear,30.58,1.79,54.79,25.15,0.9
Evening Peak,Thursday,Clear,17.94,1.4,25.14,26.95,0.82
Morning Peak,Monday,Rainy,56.13,1.53,106.89,21.64,0.64
Morning Peak,Wednesday,Rainy,10.13,1.34,17.17,19.36,0.25
Morning Peak,Monday,Cloudy,54.69,1.31,71.45,3.75,0.9
Morning Peak,Monday,Cloudy,54.19,1.6,86.94,34.29,0.76
Evening Peak,Tuesday,Clear,25.85,1.23,31.69,45.35,0.31
Evening Peak,Tuesday,Rainy,45.21,1.35,75.15,4.0,0.86
Night,Thursday,Cloudy,22.64,0.8,18.14,44.49,0.46
Midday,Friday,Cloudy,47.94,1.18,56.79,31.27,0.56
Evening Peak,Sunday,Clear,38.06,1.37,52.14,8.85,1.0
Evening Peak,Monday,Rainy,25.01,1.25,37.94,24.72,0.81
Midday,Friday,Cloudy,30.01,1.09,32.68,19.38,0.84
Evening Peak,Sunday,Clear,44.49,1.43,63.53,24.44,0.74
Morning Peak,Sunday,Cloudy,55.3,1.63,90.06,10.91,0.97
Morning Peak,Thursday,Cloudy,16.54,1.53,25.32,42.34,0.74
Midday,Sunday,Cloudy,38.57,1.24,47.87,21.91,0.95
Night,Sunday,Rainy,22.69,0.83,22.22,2.83,0.95
Night,Monday,Cloudy,50.07,0.83,41.32,28.44,0.52
Midday,Monday,Rainy,13.51,1.01,15.44,27.52,0.9
Midday,Saturday,Clear,44.45,1.16,51.59,7.18,1.0
Morning Peak,Friday,Clear,18.75,1.65,30.99,1.03,0.86
Night,Wednesday,Clear,39.82,0.84,33.41,12.44,1.0
Evening Peak,Tuesday,Cloudy,51.78,1.46,75.38,32.45,0.91
Morning Peak,Wednesday,Cloudy,47.75,1.54,73.47,8.03,0.85
Midday,Friday,Rainy,47.65,1.3,79.78,27.37,0.44
Night,Tuesday,Rainy,35.89,1.02,43.45,25.4,0.82
Evening Peak,Wednesday,Cloudy,54.54,1.46,79.79,27.98,0.18
Evening Peak,Saturday,Stormy,39.41,1.43,82.72,15.15,0.95
Morning Peak,Tuesday,Clear,55.88,1.8,100.5,30.3,0.98
Night,Monday,Rainy,37.33,1.09,51.06,10.67,1.0
Night,Wednesday,Clear,35.3,0.96,33.94,30.55,0.22
Midday,Tuesday,Cloudy,21.12,1.14,24.0,27.61,0.92
Night,Saturday,Rainy,37.24,0.94,38.93,31.77,0.22
Night,Sunday,Cloudy,17.03,0.93,15.81,14.17,1.0
Morning Peak,Tuesday,Clear,53.48,1.57,83.74,14.77,0.86
Night,Tuesday,Clear,43.79,0.88,38.63,27.51,0.67
Evening Peak,Saturday,Cloudy,59.68,1.57,93.74,13.13,0.89
Morning Peak,Sunday,Rainy,14.6,1.55,28.68,3.49,1.0
Morning Peak,Wednesday,Clear,22.03,1.72,37.92,32.64,0.74
Midday,Thursday,Rainy,53.86,1.14,77.5,12.83,0.56
Night,Wednesday,Clear,29.76,1.02,30.22,17.84,1.0
Midday,Sunday,Cloudy,33.32,1.1,36.68,20.23,0.95
Evening Peak,Friday,Rainy,53.03,1.45,96.49,11.4,0.98
Morning Peak,Saturday,Cloudy,36.09,1.55,55.91,7.3,0.75
Morning Peak,Wednesday,Stormy,19.67,1.48,38.14,40.93,0.4
Morning Peak,Tuesday,Cloudy,54.6,1.74,95.05,31.43,0.78
Evening Peak,Saturday,Cloudy,11.55,1.25,14.38,26.6,0.32
Evening Peak,Monday,Clear,54.77,1.39,76.39,5.22,0.84
Midday,Sunday,Clear,12.53,1.06,13.26,5.93,0.94
Midday,Wednesday,Clear,43.29,1.26,54.48,29.93,0.99
Midday,Saturday,Rainy,13.58,1.08,17.62,12.15,0.93
Night,Wednesday,Clear,45.31,0.99,44.86,3.42,1.0
Morning Peak,Saturday,Clear,11.7,1.38,16.18,23.23,0.82
Morning Peak,Tuesday,Clear,52.12,1.5,78.31,7.19,0.92
Midday,Monday,Clear,33.3,1.27,42.28,44.37,0.77
Morning Peak,Monday,Clear,14.67,1.38,20.29,10.45,0.93
Midday,Friday,Rainy,45.34,1.2,60.39,27.53,0.96
Night,Saturday,Rainy,34.46,0.86,35.93,34.41,0.91
Night,Wednesday,Rainy,19.55,0.92,22.48,26.5,0.98
Evening Peak,Monday,Rainy,10.78,1.42,17.17,16.84,0.34
Night,Sunday,Clear,30.9,0.97,30.07,28.48,0.84
Midday,Monday,Rainy,14.28,1.18,20.89,11.8,0.85
Night,Thursday,Clear,14.71,0.99,14.59,16.79,0.76
Evening Peak,Thursday,Clear,23.37,1.31,30.58,51.76,0.82
Morning Peak,Monday,Cloudy,41.52,1.5,62.31,13.58,0.92
Midday,Saturday,Clear,36.5,1.01,36.9,27.87,0.91
Morning Peak,Friday,Rainy,13.45,1.68,26.96,26.12,0.75
Evening Peak,Monday,Clear,58.42,1.53,89.67,10.26,0.89
Evening Peak,Tuesday,Rainy,54.36,1.28,87.81,63.8,0.5
Evening Peak,Wednesday,Clear,22.96,1.28,29.4,25.18,0.99
Morning Peak,Friday,Clear,16.12,1.32,21.29,24.7,0.82
Morning Peak,Tuesday,Rainy,57.12,1.79,123.05,15.0,0.89
Morning Peak,Friday,Clear,33.06,1.7,56.32,21.14,0.98
Morning Peak,Tuesday,Clear,25.56,1.48,37.84,37.17,0.7
Evening Peak,Wednesday,Clear,34.52,1.39,48.08,16.1,0.84
Evening Peak,Wednesday,Cloudy,48.64,1.32,64.04,4.16,0.9
Midday,Thursday,Cloudy,18.42,1.18,21.72,54.19,0.56
Midday,Saturday,Clear,48.37,1.22,58.78,16.33,0.87
Morning Peak,Tuesday,Stormy,47.47,1.52,101.33,7.35,0.19
Night,Thursday,Rainy,36.97,1.06,45.8,22.91,0.73
Night,Tuesday,Rainy,53.29,0.96,65.13,3.96,0.82
Evening Peak,Thursday,Rainy,16.61,1.26,24.87,14.67,0.89
Evening Peak,Wednesday,Clear,39.77,1.45,57.63,31.12,0.58
Evening Peak,Friday,Cloudy,32.47,1.38,44.96,23.72,0.95
Midday,Sunday,Clear,31.11,1.28,39.85,69.7,1.0
Midday,Thursday,Clear,22.63,1.12,25.29,48.95,0.39
Evening Peak,Tuesday,Stormy,28.61,1.36,55.37,0.75,0.99
Evening Peak,Tuesday,Cloudy,15.41,1.46,22.5,40.49,0.52
Evening Peak,Sunday,Clear,22.58,1.41,31.86,16.78,0.9
Night,Saturday,Clear,23.6,0.91,21.53,17.49,0.77
Midday,Wednesday,Cloudy,46.03,1.3,59.7,39.09,0.52
Night,Tuesday,Clear,12.43,0.89,11.07,6.29,0.81
Night,Monday,Clear,42.56,0.88,37.59,23.79,0.97
Evening Peak,Friday,Clear,21.07,1.55,32.57,33.62,0.88
Evening Peak,Thursday,Clear,14.09,1.2,16.93,18.86,0.23
Morning Peak,Saturday,Cloudy,25.04,1.4,35.07,9.39,0.73
Morning Peak,Sunday,Clear,21.22,1.6,33.86,18.83,0.8
Night,Friday,Rainy,37.6,0.85,35.36,36.44,0.92
Midday,Wednesday,Clear,27.87,1.3,36.11,18.43,0.8
Evening Peak,Saturday,Cloudy,58.3,1.39,80.78,7.66,0.9
Evening Peak,Thursday,Stormy,58.18,1.44,117.98,23.13,0.29
Night,Thursday,Cloudy,32.19,0.85,27.3,19.03,0.86
Morning Peak,Sunday,Rainy,49.75,1.44,91.28,19.24,0.91
Midday,Monday,Rainy,10.66,1.18,15.81,41.84,0.36
Morning Peak,Sunday,Clear,37.39,1.57,58.88,35.87,0.39
Morning Peak,Wednesday,Rainy,47.16,1.69,91.32,26.04,0.83
Morning Peak,Saturday,Rainy,20.85,1.43,35.37,14.88,0.85
Morning Peak,Saturday,Clear,13.06,1.63,21.24,19.12,0.91
Evening Peak,Tuesday,Clear,17.8,1.32,23.43,13.56,0.85
Evening Peak,Monday,Rainy,32.09,1.43,52.46,11.74,0.28
Morning Peak,Monday,Rainy,35.32,1.6,73.06,21.3,0.89
Midday,Saturday,Clear,29.04,1.04,30.11,44.48,0.26
Night,Saturday,Clear,32.0,0.96,30.87,50.07,0.77
Midday,Friday,Rainy,33.51,1.0,41.02,0.5,0.89
Midday,Friday,Cloudy,48.47,1.15,55.76,32.7,0.43
Midday,Friday,Cloudy,15.26,1.21,18.46,8.13,0.96
Morning Peak,Monday,Rainy,48.45,1.34,80.99,18.72,0.62
Evening Peak,Tuesday,Cloudy,44.43,1.58,70.0,17.97,0.93
Midday,Thursday,Cloudy,47.08,1.14,53.56,5.68,0.87
Morning Peak,Friday,Rainy,46.72,1.77,102.73,29.63,0.59
Midday,Tuesday,Rainy,33.53,1.03,44.12,3.42,0.83
Midday,Sunday,Cloudy,20.57,1.28,26.43,23.25,0.58
Morning Peak,Wednesday,Clear,36.83,1.35,49.89,6.63,0.85
Evening Peak,Friday,Clear,57.9,1.38,80.17,0.52,0.91
Evening Peak,Sunday,Stormy,39.43,1.58,98.42,25.33,0.83
Night,Thursday,Clear,10.55,0.87,9.18,26.39,0.8
Morning Peak,Wednesday,Clear,12.99,1.32,17.11,19.34,0.92
Night,Wednesday,Clear,59.64,1.04,61.91,26.91,0.55
Night,Thursday,Rainy,13.6,0.98,14.73,3.44,0.98
Night,Friday,Clear,12.3,0.95,11.74,57.16,0.83
Evening Peak,Monday,Clear,27.65,1.21,33.56,44.01,0.81
Morning Peak,Thursday,Clear,58.47,1.63,95.1,11.63,0.74
Night,Thursday,Rainy,25.93,0.85,28.6,16.79,0.83
Morning Peak,Thursday,Clear,30.49,1.77,53.84,0.62,0.6
Morning Peak,Wednesday,Clear,41.7,1.64,68.51,13.48,0.84
Evening Peak,Tuesday,Clear,11.21,1.48,16.62,16.78,0.87
Night,Sunday,Rainy,54.89,0.87,60.83,27.38,0.73
Night,Monday,Clear,35.97,1.06,38.28,34.72,0.79
Morning Peak,Friday,Clear,33.34,1.57,52.31,7.64,1.0
Midday,Friday,Cloudy,53.04,1.26,66.67,20.03,0.81
Evening Peak,Sunday,Stormy,57.65,1.31,106.73,12.36,0.93
Evening Peak,Tuesday,Cloudy,31.17,1.5,46.82,11.92,1.0
Evening Peak,Thursday,Stormy,18.62,1.43,41.3,4.68,1.0
Evening Peak,Monday,Rainy,50.79,1.22,77.24,20.45,0.79
Night,Friday,Clear,30.16,0.92,27.8,8.25,0.81
Night,Sunday,Cloudy,56.78,0.86,48.55,4.65,0.8
Midday,Saturday,Clear,57.49,1.11,63.69,18.74,0.97
Evening Peak,Sunday,Cloudy,15.74,1.35,21.3,23.16,0.82
Evening Peak,Friday,Clear,57.83,1.39,80.38,22.14,0.82
Morning Peak,Thursday,Clear,28.41,1.6,45.47,3.6,0.83
Night,Saturday,Rainy,42.31,0.97,51.73,19.33,0.82
Evening Peak,Tuesday,Clear,11.74,1.22,14.27,36.17,0.77
Midday,Monday,Rainy,54.44,1.23,76.32,27.79,0.56
Midday,Tuesday,Clear,42.08,1.28,54.06,47.21,0.67
Night,Tuesday,Clear,42.18,0.9,38.15,49.0,0.51
Midday,Sunday,Rainy,55.11,1.05,71.42,7.14,0.75
Midday,Monday,Cloudy,35.42,1.16,41.15,17.12,0.48
Night,Monday,Rainy,30.53,1.01,34.12,14.69,0.74
Evening Peak,Friday,Clear,53.31,1.47,78.44,26.2,0.24
Evening Peak,Friday,Cloudy,47.12,1.44,68.08,24.64,0.82
Midday,Monday,Rainy,57.45,1.04,76.14,15.75,0.76
Midday,Saturday,Cloudy,57.01,1.25,71.32,18.73,0.72
Evening Peak,Wednesday,Clear,29.12,1.37,39.9,28.39,0.46
Night,Friday,Stormy,32.35,0.87,44.43,26.37,0.83
Midday,Wednesday,Cloudy,22.8,1.03,23.39,6.49,0.77
Morning Peak,Sunday,Rainy,43.03,1.51,79.99,30.88,0.33
Night,Saturday,Rainy,28.23,0.99,33.45,19.4,0.81
Midday,Monday,Rainy,49.31,1.2,73.65,30.45,0.74
Midday,Saturday,Clear,16.08,1.29,20.72,41.77,0.33
Morning Peak,Friday,Clear,15.82,1.38,21.78,34.4,0.51
Morning Peak,Tuesday,Rainy,20.22,1.79,42.25,35.87,0.44
Evening Peak,Sunday,Clear,14.21,1.46,20.78,10.46,0.86
Night,Monday,Clear,41.0,0.94,38.39,22.99,0.85
Night,Thursday,Clear,17.37,1.07,18.52,10.4,0.96
Evening Peak,Sunday,Clear,18.0,1.48,26.6,2.64,0.82
Night,Wednesday,Rainy,10.71,0.9,11.87,7.58,0.91
Night,Saturday,Rainy,49.1,1.07,65.06,29.87,0.55
Night,Monday,Clear,50.61,1.0,50.61,25.0,0.84
Night,Sunday,Clear,18.1,1.01,18.28,36.05,0.36
Night,Saturday,Rainy,46.98,1.07,56.67,24.33,0.94
Morning Peak,Monday,Cloudy,31.68,1.52,48.28,27.53,0.93
Night,Friday,Stormy,21.98,1.0,29.41,39.31,0.52
Morning Peak,Sunday,Cloudy,41.07,1.67,68.68,31.11,0.28
Night,Friday,Clear,18.92,0.94,17.72,13.4,0.73
Evening Peak,Sunday,Cloudy,47.84,1.23,59.01,6.16,0.9
Midday,Friday,Stormy,12.38,1.23,23.1,6.57,0.88
Morning Peak,Saturday,Cloudy,57.96,1.32,76.73,9.72,0.95
Night,Thursday,Cloudy,13.59,1.02,13.8,2.82,1.0
Evening Peak,Sunday,Clear,38.97,1.56,60.97,42.98,0.44
Midday,Sunday,Rainy,55.11,1.1,72.19,52.91,0.64
Morning Peak,Friday,Rainy,10.6,1.35,18.29,4.34,0.81
Midday,Monday,Clear,34.93,1.07,37.37,26.05,0.41
Evening Peak,Sunday,Clear,27.5,1.42,39.19,12.82,0.71
Morning Peak,Friday,Clear,39.02,1.77,69.11,16.22,0.91
Midday,Tuesday,Clear,21.27,1.15,24.54,35.8,0.28
Night,Friday,Clear,13.24,0.83,11.04,4.21,0.56
Morning Peak,Saturday,Clear,41.3,1.61,66.65,9.51,0.94
Midday,Thursday,Cloudy,30.84,1.22,37.62,10.15,0.73
Evening Peak,Tuesday,Clear,41.12,1.36,55.82,23.45,0.9
Evening Peak,Saturday,Clear,20.53,1.49,30.56,53.82,0.28
Morning Peak,Saturday,Rainy,26.94,1.46,45.79,24.21,0.92
Midday,Saturday,Cloudy,38.08,1.24,47.1,12.76,0.86
Morning Peak,Monday,Cloudy,39.66,1.47,58.32,13.36,0.9
Morning Peak,Saturday,Clear,28.62,1.43,40.86,23.71,0.7
Midday,Monday,Cloudy,24.0,1.26,30.33,12.13,0.8
Midday,Saturday,Clear,23.69,1.16,27.58,18.59,0.96
Night,Wednesday,Rainy,18.73,0.89,18.39,25.83,0.89
Midday,Tuesday,Clear,26.27,1.28,33.64,39.21,0.7
Evening Peak,Wednesday,Cloudy,19.97,1.48,29.49,3.0,0.75
Morning Peak,Saturday,Clear,41.69,1.41,58.8,13.76,0.99
Morning Peak,Tuesday,Rainy,38.45,1.61,76.02,21.73,0.94
Evening Peak,Tuesday,Cloudy,29.13,1.55,45.1,32.74,0.48
Midday,Sunday,Clear,26.29,1.21,31.78,45.9,0.81
Evening Peak,Thursday,Clear,21.88,1.3,28.4,21.34,0.94
Evening Peak,Wednesday,Cloudy,36.77,1.46,53.67,20.23,0.79
Night,Thursday,Stormy,55.95,0.99,83.01,13.33,0.76
Evening Peak,Tuesday,Rainy,44.29,1.53,81.94,66.52,0.87
Morning Peak,Monday,Clear,47.22,1.39,65.59,25.76,0.58
Evening Peak,Tuesday,Clear,51.72,1.48,76.54,22.69,0.93
Morning Peak,Thursday,Rainy,27.58,1.31,44.81,17.08,0.89
Morning Peak,Wednesday,Cloudy,13.14,1.65,21.66,18.81,0.79
Morning Peak,Saturday,Cloudy,41.13,1.78,73.22,34.22,0.86
Midday,Sunday,Rainy,19.43,1.05,24.64,15.04,0.98
Night,Sunday,Rainy,38.45,0.89,42.55,8.22,0.77
Morning Peak,Sunday,Cloudy,46.98,1.59,74.76,13.54,0.75
Morning Peak,Saturday,Clear,49.18,1.67,81.95,8.8,0.88
Midday,Sunday,Clear,25.09,1.1,27.68,37.65,0.27
Morning Peak,Wednesday,Rainy,35.62,1.63,64.46,35.67,0.7
Evening Peak,Saturday,Clear,41.05,1.56,64.02,25.22,1.0
Evening Peak,Sunday,Clear,50.97,1.49,75.98,9.77,0.92
Night,Saturday,Clear,48.07,1.01,48.71,23.59,0.97
Morning Peak,Thursday,Clear,59.4,1.49,88.56,38.59,0.4
Midday,Wednesday,Cloudy,10.4,1.27,13.25,3.55,0.84
Evening Peak,Friday,Cloudy,31.87,1.31,41.79,35.07,0.44
Midday,Monday,Clear,22.8,1.06,24.21,12.15,0.79
Midday,Sunday,Clear,15.99,1.11,17.74,8.48,0.8
Evening Peak,Monday,Rainy,55.58,1.46,95.24,20.31,0.91
Midday,Saturday,Clear,59.9,1.26,75.38,17.85,0.95
Evening Peak,Monday,Rainy,19.03,1.25,27.23,7.44,0.98
Midday,Wednesday,Rainy,11.92,1.24,16.61,22.06,0.97
Evening Peak,Wednesday,Clear,23.75,1.53,36.23,20.08,0.94
Morning Peak,Tuesday,Cloudy,51.74,1.59,82.45,30.44,0.83
Night,Sunday,Rainy,24.69,1.03,29.12,23.11,0.93
Evening Peak,Tuesday,Clear,12.85,1.27,16.35,42.63,0.48
Evening Peak,Monday,Cloudy,12.62,1.27,16.01,11.27,0.94
Night,Friday,Clear,31.37,1.06,33.22,10.12,0.81
Evening Peak,Tuesday,Clear,56.59,1.4,79.19,41.1,0.9
Evening Peak,Tuesday,Rainy,24.3,1.3,35.91,29.57,0.96
Midday,Wednesday,Rainy,31.36,1.21,48.98,28.23,0.98
Night,Friday,Rainy,15.1,1.07,18.65,21.76,0.87
Morning Peak,Saturday,Clear,34.68,1.62,56.05,27.06,0.18
Evening Peak,Monday,Clear,44.83,1.34,60.02,23.03,0.87
Night,Tuesday,Cloudy,23.56,0.94,22.26,12.4,0.85
Midday,Friday,Clear,24.84,1.23,30.44,37.44,0.45
Morning Peak,Sunday,Cloudy,52.1,1.33,69.49,3.44,0.92
Night,Friday,Cloudy,10.52,0.87,9.1,40.65,0.4
Morning Peak,Monday,Cloudy,41.82,1.53,64.04,21.86,0.97
Morning Peak,Friday,Cloudy,29.69,1.6,47.57,15.76,0.94
Morning Peak,Friday,Clear,24.92,1.47,36.62,13.94,0.95
Evening Peak,Friday,Clear,42.88,1.32,56.57,15.18,1.0
Evening Peak,Sunday,Clear,51.73,1.22,62.94,34.7,0.93
Midday,Tuesday,Cloudy,37.92,1.01,38.29,11.99,0.84
Midday,Monday,Cloudy,11.55,1.08,12.52,34.95,0.85
Night,Sunday,Rainy,33.07,0.96,36.36,18.18,0.87
Midday,Friday,Rainy,33.14,1.17,48.99,35.15,0.92
Morning Peak,Friday,Stormy,37.19,1.55,82.03,23.58,0.77
Morning Peak,Tuesday,Clear,43.55,1.5,65.54,19.06,0.92
Evening Peak,Monday,Clear,10.97,1.3,14.27,32.38,0.95
Morning Peak,Wednesday,Clear,35.1,1.5,52.66,17.28,0.52
Night,Sunday,Rainy,39.42,0.84,39.29,19.11,0.84
Morning Peak,Tuesday,Clear,27.17,1.36,36.88,8.04,1.0
Morning Peak,Monday,Rainy,43.42,1.45,74.84,27.19,0.41
